GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1
 "92000","Mideast",2,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",2310355.2,2337955.1,2378750.9,2416890.1,2449044.2,2472643.6,2485745.6,2518884.0,2579153.5,2573511.3,2593530.1,2603461.3,2631187.5,2629130.1,2640471.0,2613830.7,2618025.3,2662573.3,2687666.1,2730695.1,2754613.3,2794675.6,2797260.6,2801008.3,2818210.3,2838739.6,2860263.3,2896145.1,2944326.7,2979477.8,3016455.3,3030400.3,3038587.7,3057352.2,3086696.1,3134878.9,3133684.4,3181768.3,3232867.3,3263215.6,3295298.2,3336486.7,3355950.1,3347042.3,3404768.7,3433267.2,3446687.1,3478309.2,3502814.5,3511150.7,3557534.2,3617373.4,3657813.5,3714279.4,3748021.3,3763659.2,3809314.6,3853177.7,3880373.6,3909138.2,3882625.2,3493919.2,3768023.0,3815646.3,3898520.0
 "93000","Great Lakes",3,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",2220506.4,2228680.6,2239107.3,2237663.6,2247515.0,2252143.2,2248939.1,2250831.1,2254695.6,2261869.2,2267622.2,2269041.4,2243694.8,2248026.8,2219561.2,2147138.5,2094726.6,2091989.9,2100886.0,2132203.2,2132012.4,2166755.6,2198583.5,2206085.2,2202326.5,2212841.6,2218392.9,2254680.5,2256892.2,2262067.3,2253691.2,2238799.8,2273268.7,2263281.3,2275823.5,2289803.0,2291120.8,2332477.2,2355070.1,2357571.4,2356658.7,2370412.6,2374410.5,2378644.0,2373164.2,2387365.9,2392104.5,2408726.9,2405561.0,2412022.5,2423830.2,2437209.4,2468779.4,2474190.3,2485673.6,2489428.6,2497403.2,2495572.4,2511861.1,2518650.7,2475934.4,2241411.0,2432481.9,2454274.2,2493962.7
 "93000","Great Lakes",3,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",98.564,98.927,99.389,99.325,99.763,99.968,99.826,99.910,100.081,100.400,100.655,100.718,99.593,99.785,98.522,95.307,92.981,92.859,93.254,94.644,94.636,96.178,97.591,97.924,97.757,98.224,98.470,100.081,100.179,100.409,100.037,99.376,100.906,100.462,101.019,101.640,101.698,103.534,104.537,104.648,104.607,105.218,105.395,105.583,105.340,105.970,106.181,106.918,106.778,107.065,107.589,108.183,109.584,109.824,110.334,110.501,110.855,110.773,111.496,111.798,109.902,99.492,107.973,108.940,110.702
 "93000","Great Lakes",3,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",1894960.6,1908783.4,1930562.6,1940238.9,1963697.7,1982937.9,1994700.3,2009336.6,2034839.3,2052610.5,2066443.2,2068896.0,2048386.4,2056078.7,2052851.5,2019106.7,1983385.8,1980578.6,1992431.1,2026571.5,2027239.6,2068641.4,2104554.2,2119222.8,2126572.5,2149964.7,2174108.0,2211292.3,2232869.9,2255324.2,2263207.5,2260049.0,2303155.1,2298812.8,2322360.0,2355908.1,2361701.1,2416899.5,2455821.1,2471234.4,2482023.9,2510564.9,2527573.6,2535132.7,2530184.8,2559609.7,2570963.5,2599666.7,2607631.6,2621696.0,2648609.2,2678418.7,2727647.1,2757215.9,2779996.8,2798540.9,2815620.7,2832371.6,2860720.4,2879021.0,2845796.9,2567212.4,2807752.2,2842427.6,2920059.0
 "94000","Plains",4,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",958546.8,963575.5,973168.3,970096.5,977814.4,987532.0,976344.2,980310.8,985405.4,999635.7,1002288.1,1013214.8,1017403.9,1024992.8,1017516.2,997588.1,984524.1,983707.1,991195.9,1002526.6,999330.4,1011887.4,1022205.5,1031789.6,1024417.4,1035610.3,1034976.0,1054086.3,1064886.8,1067607.0,1058008.8,1055568.8,1067254.4,1067694.2,1076636.3,1080612.7,1079247.6,1101437.0,1114408.8,1117018.2,1119405.3,1121395.0,1124733.1,1125974.9,1120660.8,1122223.9,1132916.6,1139658.9,1140028.4,1141696.8,1138459.0,1146348.2,1162046.3,1170233.5,1171517.2,1172057.8,1174465.5,1176740.9,1184436.7,1189598.7,1175932.7,1073113.9,1156820.6,1172301.8,1191208.9
 "94000","Plains",4,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",90.300,90.773,91.677,91.388,92.115,93.030,91.976,92.350,92.830,94.170,94.420,95.450,95.844,96.559,95.855,93.978,92.747,92.670,93.375,94.443,94.142,95.325,96.297,97.199,96.505,97.559,97.500,99.300,100.317,100.574,99.669,99.440,100.540,100.582,101.424,101.799,101.670,103.761,104.983,105.228,105.453,105.641,105.955,106.072,105.572,105.719,106.726,107.361,107.396,107.553,107.248,107.991,109.470,110.242,110.362,110.413,110.640,110.855,111.580,112.066,110.778,101.092,108.978,110.436,112.218
 "94000","Plains",4,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",810874.5,817814.8,831324.2,833976.9,846614.6,861193.2,859311.1,869144.0,884999.5,903730.9,911603.2,924123.5,929180.2,939141.0,941026.6,932603.1,922052.2,921024.7,928654.1,945083.5,943629.6,959063.0,972615.5,987510.2,990746.8,1008105.7,1015890.9,1032319.0,1053359.2,1063288.4,1062031.6,1067392.3,1086021.1,1087857.6,1100916.8,1109341.6,1111124.5,1142013.8,1158815.9,1165760.6,1167810.8,1176385.0,1184905.7,1186268.3,1178727.6,1187701.7,1201299.6,1212368.2,1220162.6,1225302.6,1227188.9,1242974.9,1266563.8,1286291.8,1291337.2,1299709.9,1306756.3,1318496.4,1332856.2,1343740.7,1334415.8,1208190.5,1315096.0,1341349.1,1381939.5
 "95000","Southeast",5,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",3328742.0,3354530.0,3385129.5,3403911.9,3445422.3,3456786.4,3453091.2,3471693.2,3438853.7,3450153.1,3470316.3,3490750.8,3461151.3,3476015.8,3450036.5,3364253.2,3316992.4,3306446.0,3313578.8,3347780.0,3341271.4,3373460.9,3401630.2,3413773.5,3381824.9,3402626.9,3392437.6,3426396.2,3438020.4,3435290.3,3429799.8,3412045.0,3462990.6,3449132.2,3473130.8,3480261.3,3479671.8,3522377.0,3550178.7,3566803.8,3593683.5,3629424.6,3647153.2,3655834.7,3665310.2,3683812.3,3707305.2,3740664.6,3764161.3,3773191.5,3791800.7,3834121.2,3869222.3,3892814.9,3914729.6,3930189.3,3953369.4,3962770.5,3993252.2,4014815.2,3965080.4,3616853.0,3897638.7,3939575.7,4003736.9
 "95000","Southeast",5,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",97.082,97.834,98.727,99.274,100.485,100.817,100.709,101.251,100.294,100.623,101.211,101.807,100.944,101.377,100.620,98.118,96.739,96.432,96.640,97.637,97.448,98.386,99.208,99.562,98.630,99.237,98.940,99.930,100.269,100.190,100.029,99.512,100.997,100.593,101.293,101.501,101.484,102.729,103.540,104.025,104.809,105.852,106.369,106.622,106.898,107.438,108.123,109.096,109.781,110.044,110.587,111.821,112.845,113.533,114.172,114.623,115.299,115.573,116.462,117.091,115.641,105.485,113.674,114.897,116.768
 "95000","Southeast",5,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",2824257.3,2859976.5,2913228.5,2955482.4,3012265.4,3047941.1,3069728.3,3102985.2,3107282.6,3139156.4,3173008.1,3198366.8,3179988.2,3208123.8,3217575.3,3168903.7,3135667.8,3123688.2,3136694.4,3180332.9,3182117.2,3225643.1,3262524.7,3288569.3,3274705.9,3316628.4,3332114.0,3367028.3,3404419.7,3424901.7,3442417.0,3443417.1,3507747.9,3504386.6,3546894.6,3583224.9,3590763.8,3654434.4,3705738.5,3740376.8,3781293.5,3839221.3,3876918.1,3891576.8,3904274.5,3946672.7,3982404.6,4035431.2,4078938.0,4099891.4,4141799.6,4212673.4,4274137.5,4337185.0,4377816.9,4420447.9,4464595.8,4504473.4,4556884.3,4598427.4,4566003.6,4154332.6,4512856.6,4579080.9,4705129.0
 "96000","Southwest",6,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",1612743.7,1615437.6,1624024.8,1635703.9,1701117.8,1712578.6,1727019.0,1756378.6,1766865.6,1800680.4,1813347.1,1819899.0,1797476.1,1794945.4,1793452.6,1811419.4,1785307.2,1762441.3,1766755.0,1777430.8,1786143.8,1797720.5,1813124.9,1826092.0,1827869.0,1850951.1,1859612.7,1898516.9,1918665.3,1935862.5,1937748.5,1965321.9,1981422.4,1995714.6,2013253.6,2025299.1,2012792.6,2051751.1,2091575.7,2117579.4,2162697.8,2146172.7,2166425.9,2175776.6,2172817.7,2172482.9,2179941.1,2188392.1,2207300.5,2224502.0,2243907.1,2262596.5,2292120.5,2312847.9,2322338.0,2343214.1,2367545.4,2372103.4,2398981.2,2405613.5,2369910.0,2178657.0,2322876.4,2359475.8,2387330.1
 "96000","Southwest",6,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",83.157,83.296,83.739,84.341,87.714,88.305,89.049,90.563,91.104,92.847,93.500,93.838,92.682,92.552,92.475,93.401,92.055,90.876,91.098,91.649,92.098,92.695,93.489,94.158,94.249,95.439,95.886,97.892,98.931,99.818,99.915,101.337,102.167,102.904,103.808,104.429,103.784,105.793,107.847,109.187,111.514,110.662,111.706,112.188,112.036,112.018,112.403,112.839,113.814,114.701,115.701,116.665,118.187,119.256,119.745,120.822,122.076,122.311,123.697,124.039,122.198,112.337,119.773,121.660,123.096
 "96000","Southwest",6,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",1371858.6,1388013.7,1425461.9,1464537.6,1513937.0,1534587.1,1556563.1,1581601.2,1607060.3,1659225.7,1684023.2,1712927.5,1718282.7,1765912.7,1765727.0,1706385.6,1643358.3,1614274.0,1624492.6,1656214.9,1691765.2,1705552.0,1731834.1,1761578.0,1788043.2,1836533.0,1851992.9,1886607.9,1914407.5,1926456.6,1938353.9,1978380.2,2005591.8,2030816.2,2065782.0,2081622.3,2090432.4,2138838.1,2169645.0,2157303.6,2138965.3,2136922.5,2142110.9,2135808.0,2109290.9,2140405.2,2160684.5,2188806.4,2228841.4,2252603.1,2285015.7,2335607.5,2391869.9,2439269.9,2462828.0,2486148.7,2493924.4,2509437.3,2531923.7,2549119.3,2495938.3,2244753.5,2438087.8,2497567.5,2578663.5
 "97000","Rocky Mountain",7,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",480892.5,484961.4,489297.6,489926.4,502161.0,504996.8,510885.4,515304.0,518124.5,526927.2,530427.4,538472.0,532762.7,536871.5,535532.4,529887.3,528368.7,518420.9,519704.8,518710.6,521711.0,522889.4,528620.0,535572.1,531060.5,533683.0,533762.9,539712.6,540132.9,541147.5,539208.3,541981.1,551361.0,552366.1,557826.9,561248.1,564224.6,570783.5,577753.0,586528.6,594373.4,596703.3,600753.6,603098.4,605265.8,607058.4,614534.7,621311.1,623647.9,630688.4,638828.7,646170.1,657035.7,662861.5,665200.8,670631.3,679027.7,682543.6,692414.6,697780.4,692861.9,639178.3,685282.6,693982.7,707163.6
 "97000","Rocky Mountain",7,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",88.952,89.705,90.507,90.623,92.887,93.411,94.500,95.318,95.839,97.468,98.115,99.603,98.547,99.307,99.059,98.015,97.734,95.894,96.132,95.948,96.503,96.721,97.781,99.067,98.232,98.717,98.732,99.833,99.910,100.098,99.739,100.252,101.987,102.173,103.183,103.816,104.367,105.580,106.869,108.492,109.943,110.374,111.124,111.557,111.958,112.290,113.673,114.926,115.358,116.661,118.167,119.524,121.534,122.612,123.045,124.049,125.602,126.253,128.078,129.071,128.161,118.231,126.759,128.369,130.807
 "97000","Rocky Mountain",7,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",408746.5,415260.5,425119.5,432136.4,443307.8,449342.1,458187.3,463935.0,471649.1,484331.2,490998.7,502530.1,500586.7,513002.5,514109.3,498958.4,492576.6,483166.4,486154.3,490375.4,497470.6,498633.3,505977.4,515998.9,517101.0,524758.0,527394.1,532939.3,537125.8,539342.0,540078.3,545923.8,558192.3,561327.2,570073.5,574998.8,581385.9,591626.4,599900.7,607320.9,609478.2,616398.1,620709.0,621903.4,621324.2,629716.6,640320.1,651278.7,658209.3,667473.2,679001.0,692490.3,708699.6,721448.3,727446.9,736652.4,747065.2,755943.3,769000.5,778092.9,773435.6,706242.0,766386.3,781324.1,806775.3
 "98000","Far West",8,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",2701107.2,2726481.1,2755535.9,2785011.3,2848299.2,2847083.9,2861920.5,2883124.3,2873168.5,2900916.6,2929285.5,2970049.2,2923382.4,2962345.6,2957930.4,2865599.6,2847387.2,2811464.2,2798906.4,2810583.4,2834171.0,2847708.2,2859673.9,2904984.3,2897994.4,2909481.9,2900620.4,2929772.3,2962221.5,2968075.4,2981367.9,3001630.2,3015782.5,3033233.0,3074397.0,3133517.4,3117593.1,3157773.7,3218311.1,3233702.8,3294276.3,3343420.5,3360821.6,3369209.4,3423347.5,3427512.4,3469698.2,3501289.0,3544927.1,3582266.9,3624781.7,3669271.0,3696030.6,3727645.7,3754932.5,3774168.1,3811626.7,3849427.3,3871961.0,3925586.2,3883890.1,3534099.2,3795218.4,3827202.3,3887328.0
 "98000","Far West",8,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",90.692,91.544,92.520,93.509,95.634,95.594,96.092,96.804,96.469,97.401,98.353,99.722,98.155,99.464,99.315,96.215,95.604,94.398,93.976,94.368,95.160,95.614,96.016,97.538,97.303,97.689,97.391,98.370,99.459,99.656,100.102,100.783,101.258,101.844,103.226,105.211,104.676,106.025,108.058,108.575,110.608,112.258,112.843,113.124,114.942,115.082,116.498,117.559,119.024,120.278,121.705,123.199,124.098,125.159,126.075,126.721,127.979,129.248,130.005,131.805,130.405,118.661,127.428,128.502,130.521
 "98000","Far West",8,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",2348983.3,2383125.8,2427404.3,2470898.9,2542513.0,2560346.4,2593658.4,2628068.7,2645651.0,2687501.0,2728306.3,2774392.1,2738489.3,2785543.3,2799563.3,2722593.7,2700530.3,2659777.8,2648593.9,2670706.4,2703100.2,2728536.0,2751161.3,2809197.6,2820730.2,2848502.5,2858034.6,2886306.0,2938345.1,2960277.1,2989280.7,3025392.1,3054471.8,3082735.1,3139561.8,3217995.3,3209209.5,3268065.2,3344850.8,3373368.4,3441805.9,3509054.4,3540899.3,3552203.2,3609742.3,3632362.2,3685469.6,3733606.8,3797889.8,3849713.7,3912962.0,3982020.6,4027530.6,4093468.0,4137585.5,4177618.8,4236590.2,4305051.1,4347375.7,4421981.5,4400773.4,3992042.7,4322036.0,4380089.1,4483415.9
"Note: See the included footnote file."
"SQGDP1: Gross Domestic Product (GDP) summary, quarterly by state "
"Last updated: June 25, 2021-- new statistics for 2021:Q1."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
